isogroup58015	Q62398	GO:0017071; GO:0043204; GO:0005886; GO:0005516; GO:0030552; GO:0030553; GO:0005222; GO:0005223; GO:0005216; GO:0005249; GO:0051899; GO:0051290; GO:0051289; GO:0050896; GO:0007608
isogroup31463	Q62559	GO:0005814; GO:0005813; GO:0036064; GO:0097546; GO:0097542; GO:0005929; GO:0044292; GO:0030992; GO:0097733; GO:0032391; GO:0060271; GO:0007368; GO:0009953; GO:0042733; GO:0001947; GO:0035720; GO:0042073; GO:0050680; GO:0001841; GO:1905515; GO:0070613; GO:0007224
isogroup3241	Q62559	GO:0005814; GO:0005813; GO:0036064; GO:0097546; GO:0097542; GO:0005929; GO:0044292; GO:0030992; GO:0097733; GO:0032391; GO:0060271; GO:0007368; GO:0009953; GO:0042733; GO:0001947; GO:0035720; GO:0042073; GO:0050680; GO:0001841; GO:1905515; GO:0070613; GO:0007224
isogroup43272	Q62563	GO:0005737; GO:0016607; GO:0044798; GO:0005634; GO:0005516; GO:0003677; GO:0000981; GO:0046982; GO:0030154; GO:0007417; GO:0008584; GO:0030238; GO:0010629; GO:0000122; GO:0030182; GO:0010628; GO:0045944; GO:0006355; GO:0007530
isogroup36814	Q62651	GO:0005739; GO:0005777; GO:0051750; GO:0006635
isogroup28979	Q626B1	GO:0005737; GO:0000139; GO:0005634; GO:0005524; GO:0046872; GO:0004672; GO:0004674; GO:0009792; GO:0051321; GO:0002119; GO:0048477; GO:0007283
isogroup26105	Q62730	GO:0016021; GO:0043231; GO:0004303; GO:0047035; GO:0006702; GO:0060348; GO:0071248; GO:0006703
isogroup17846	Q62761	GO:0005737; GO:0005634; GO:0005886; GO:0005524; GO:0004674; GO:0006897; GO:0018105; GO:0018107; GO:0090263; GO:0046777; GO:0006468; GO:0016055
isogroup12034	Q62785	GO:0005829; GO:0005886
isogroup37335	Q62812	GO:0015629; GO:0005884; GO:0005826; GO:0016324; GO:0005903; GO:0031252; GO:0032154; GO:0005737; GO:0005829; GO:0030027; GO:0016328; GO:0005739; GO:0016459; GO:0005634; GO:0005886; GO:0032991; GO:0001726; GO:0001725; GO:0051015; GO:0005524; GO:0016887; GO:0005516; GO:0031762; GO:0001965; GO:0042802; GO:0005178; GO:0000146; GO:0042803; GO:0019901; GO:0043495; GO:0097110; GO:0005391; GO:0031532; GO:0051017; GO:0070650; GO:0030048; GO:0001525; GO:0043534; GO:0098609; GO:0071260; GO:0036120; GO:0032506; GO:0042699; GO:0006509; GO:0030224; GO:1904753; GO:0030220; GO:0051482; GO:0045807; GO:0070374; GO:0051894; GO:0045745; GO:0032962; GO:0035774; GO:0050766; GO:0015031; GO:0008360
isogroup41275	Q62812	GO:0015629; GO:0005884; GO:0005826; GO:0016324; GO:0005903; GO:0031252; GO:0032154; GO:0005737; GO:0005829; GO:0030027; GO:0016328; GO:0005739; GO:0016459; GO:0005634; GO:0005886; GO:0032991; GO:0001726; GO:0001725; GO:0051015; GO:0005524; GO:0016887; GO:0005516; GO:0031762; GO:0001965; GO:0042802; GO:0005178; GO:0000146; GO:0042803; GO:0019901; GO:0043495; GO:0097110; GO:0005391; GO:0031532; GO:0051017; GO:0070650; GO:0030048; GO:0001525; GO:0043534; GO:0098609; GO:0071260; GO:0036120; GO:0032506; GO:0042699; GO:0006509; GO:0030224; GO:1904753; GO:0030220; GO:0051482; GO:0045807; GO:0070374; GO:0051894; GO:0045745; GO:0032962; GO:0035774; GO:0050766; GO:0015031; GO:0008360
isogroup38943	Q62839	GO:0005801; GO:0005737; GO:0033116; GO:0005794; GO:0000137; GO:0032580; GO:0000139; GO:0005874; GO:0072686; GO:0043025; GO:0032991; GO:0000922; GO:0061676; GO:0008017; GO:0019901; GO:0044877; GO:0008356; GO:0007098; GO:0006888; GO:0090166; GO:0007030; GO:0090161; GO:0007020; GO:0090307; GO:0006486; GO:0051289; GO:0015031; GO:0051225; GO:0090306
isogroup8436	Q62866	GO:0016324; GO:0016323; GO:0031526; GO:0005887; GO:0005886; GO:0008518; GO:0005542; GO:0008517; GO:0015350; GO:0007565; GO:0098838; GO:0015884; GO:0051958; GO:0055085
isogroup25020	Q62897	GO:0005901; GO:0030425; GO:0016021; GO:0005887; GO:0043005; GO:0043025; GO:0097038; GO:0005886; GO:0034705; GO:0042383; GO:0008076; GO:0005250; GO:0005216; GO:0046872; GO:0005267; GO:0005249; GO:0071773; GO:0097623; GO:1990573; GO:0071805; GO:0006813; GO:0051260; GO:0034765
isogroup31151	Q62897	GO:0005901; GO:0030425; GO:0016021; GO:0005887; GO:0043005; GO:0043025; GO:0097038; GO:0005886; GO:0034705; GO:0042383; GO:0008076; GO:0005250; GO:0005216; GO:0046872; GO:0005267; GO:0005249; GO:0071773; GO:0097623; GO:1990573; GO:0071805; GO:0006813; GO:0051260; GO:0034765
isogroup63728	Q62910	GO:0030132; GO:0005737; GO:0043005; GO:0098688; GO:0048471; GO:0098793; GO:0032991; GO:0097060; GO:0043195; GO:0012506; GO:1990175; GO:0052658; GO:0034595; GO:0004439; GO:0008022; GO:0044877; GO:0003723; GO:0017124; GO:0007420; GO:0046855; GO:0007612; GO:0046856; GO:0014015; GO:0048260; GO:0034097; GO:0032526; GO:0048488
isogroup43003	Q62940	GO:0005737; GO:0043197; GO:0098978; GO:0045121; GO:0005902; GO:0005886; GO:0008022; GO:0061630; GO:0004842; GO:0006955; GO:2000650; GO:0030948; GO:0007528; GO:0031175; GO:0045732; GO:0043161; GO:0070534; GO:0000209; GO:0006622; GO:0016567; GO:0032801; GO:0031623; GO:0048814; GO:0099149; GO:0099576; GO:0050807; GO:0014894; GO:0006511
isogroup29070	Q62968	GO:0030424; GO:0071439; GO:0098978; GO:0016021; GO:0099056; GO:0005886; GO:0001518; GO:0044325; GO:0005244; GO:0005248; GO:0086016; GO:0086043; GO:0086010; GO:0019228; GO:0042475; GO:0060371; GO:0055117; GO:0002027; GO:0034765; GO:0019233; GO:0035725; GO:0006814
isogroup35682	Q62991	GO:0005801; GO:0005789; GO:0032580; GO:0005798; GO:0005886; GO:0047485; GO:0044877; GO:0019905; GO:0000902; GO:0006888; GO:1902902; GO:0006892; GO:0015031; GO:0060628; GO:0051223; GO:0001666; GO:0009636; GO:0006890; GO:1901998; GO:0006904
isogroup27901	Q63009	GO:0005829; GO:0016020; GO:0034709; GO:0005654; GO:0005634; GO:0032991; GO:0016275; GO:0044020; GO:0008469; GO:0042802; GO:0008327; GO:0008276; GO:0016274; GO:0035242; GO:0035241; GO:1904047; GO:0008757; GO:0030519; GO:0034969; GO:0043985; GO:0097421; GO:0045653; GO:0018216; GO:0019919; GO:0035247; GO:0008284; GO:0045648; GO:0046985; GO:1900745; GO:0051260; GO:0006479; GO:0045652; GO:0006355
isogroup52948	Q63042	GO:0005829; GO:0005615; GO:0005758; GO:0005739; GO:0050660; GO:0016971; GO:0008083; GO:0015035; GO:0072717; GO:0071222; GO:0097237; GO:0071356; GO:0097421; GO:0043066; GO:0045953; GO:1903204; GO:2000573; GO:0032496
isogroup35902	Q63099	GO:0030425; GO:0016021; GO:0043025; GO:0032809; GO:0043204; GO:0005886; GO:0008076; GO:0005251; GO:0044325; GO:0046982; GO:0005249; GO:0071805; GO:0006813; GO:0051260; GO:0072659; GO:0034765
isogroup42339	Q63099	GO:0030425; GO:0016021; GO:0043025; GO:0032809; GO:0043204; GO:0005886; GO:0008076; GO:0005251; GO:0044325; GO:0046982; GO:0005249; GO:0071805; GO:0006813; GO:0051260; GO:0072659; GO:0034765
isogroup26334	Q63120	GO:0016324; GO:0031526; GO:0009986; GO:0005887; GO:0046581; GO:0016020; GO:0005524; GO:0016887; GO:0042626; GO:0008559; GO:0008514; GO:0019904; GO:0016999; GO:1901086; GO:0015721; GO:0015722; GO:0030644; GO:0071549; GO:0071347; GO:0071354; GO:0071222; GO:0071356; GO:0006855; GO:0007565; GO:0015694; GO:0015711; GO:0015732; GO:0097327; GO:0046685; GO:0042493; GO:0043627; GO:0033762; GO:0009408; GO:0032496; GO:0031427; GO:0006979; GO:0048545; GO:0070327; GO:0055085
isogroup43831	Q63120	GO:0016324; GO:0031526; GO:0009986; GO:0005887; GO:0046581; GO:0016020; GO:0005524; GO:0016887; GO:0042626; GO:0008559; GO:0008514; GO:0019904; GO:0016999; GO:1901086; GO:0015721; GO:0015722; GO:0030644; GO:0071549; GO:0071347; GO:0071354; GO:0071222; GO:0071356; GO:0006855; GO:0007565; GO:0015694; GO:0015711; GO:0015732; GO:0097327; GO:0046685; GO:0042493; GO:0043627; GO:0033762; GO:0009408; GO:0032496; GO:0031427; GO:0006979; GO:0048545; GO:0070327; GO:0055085
isogroup11712	Q63164	GO:0005930; GO:0030286; GO:0005576; GO:0036156; GO:0005874; GO:0036126; GO:0005524; GO:0008569; GO:0045505; GO:0045503; GO:0051959; GO:0003341; GO:0060294; GO:0003351; GO:0030317; GO:0036159; GO:0007018; GO:0007288
isogroup43298	Q63164	GO:0005930; GO:0030286; GO:0005576; GO:0036156; GO:0005874; GO:0036126; GO:0005524; GO:0008569; GO:0045505; GO:0045503; GO:0051959; GO:0003341; GO:0060294; GO:0003351; GO:0030317; GO:0036159; GO:0007018; GO:0007288
isogroup43887	Q63164	GO:0005930; GO:0030286; GO:0005576; GO:0036156; GO:0005874; GO:0036126; GO:0005524; GO:0008569; GO:0045505; GO:0045503; GO:0051959; GO:0003341; GO:0060294; GO:0003351; GO:0030317; GO:0036159; GO:0007018; GO:0007288
isogroup83298	Q63164	GO:0005930; GO:0030286; GO:0005576; GO:0036156; GO:0005874; GO:0036126; GO:0005524; GO:0008569; GO:0045505; GO:0045503; GO:0051959; GO:0003341; GO:0060294; GO:0003351; GO:0030317; GO:0036159; GO:0007018; GO:0007288
isogroup35685	Q63170	GO:0030286; GO:0036156; GO:0005874; GO:0005524; GO:0008569; GO:0005509; GO:0045505; GO:0045503; GO:0051959; GO:0003341; GO:0036159; GO:0007018
isogroup35743	Q63170	GO:0030286; GO:0036156; GO:0005874; GO:0005524; GO:0008569; GO:0005509; GO:0045505; GO:0045503; GO:0051959; GO:0003341; GO:0036159; GO:0007018
isogroup37767	Q63170	GO:0030286; GO:0036156; GO:0005874; GO:0005524; GO:0008569; GO:0005509; GO:0045505; GO:0045503; GO:0051959; GO:0003341; GO:0036159; GO:0007018
isogroup37815	Q63170	GO:0030286; GO:0036156; GO:0005874; GO:0005524; GO:0008569; GO:0005509; GO:0045505; GO:0045503; GO:0051959; GO:0003341; GO:0036159; GO:0007018
isogroup43818	Q63170	GO:0030286; GO:0036156; GO:0005874; GO:0005524; GO:0008569; GO:0005509; GO:0045505; GO:0045503; GO:0051959; GO:0003341; GO:0036159; GO:0007018
isogroup43916	Q63170	GO:0030286; GO:0036156; GO:0005874; GO:0005524; GO:0008569; GO:0005509; GO:0045505; GO:0045503; GO:0051959; GO:0003341; GO:0036159; GO:0007018
isogroup69740	Q63170	GO:0030286; GO:0036156; GO:0005874; GO:0005524; GO:0008569; GO:0005509; GO:0045505; GO:0045503; GO:0051959; GO:0003341; GO:0036159; GO:0007018
isogroup33215	Q63184	GO:0005737; GO:0022626; GO:0005634; GO:0048471; GO:0005524; GO:0004694; GO:0004715; GO:0004672; GO:0003723; GO:0000186; GO:0051607; GO:0045087; GO:0033689; GO:0017148; GO:0045071; GO:0043065; GO:0032722; GO:0001819; GO:0051092; GO:1901224; GO:0032874; GO:0046777; GO:0006468; GO:1901532; GO:1902036; GO:1902033; GO:1900225; GO:0043330; GO:0035455; GO:0032496; GO:0009612; GO:0010033; GO:0009636; GO:0009615; GO:0033197
isogroup35598	Q63269	GO:0045177; GO:0005903; GO:0005737; GO:0030659; GO:0030425; GO:0005783; GO:0005789; GO:0030176; GO:0043209; GO:0043025; GO:0005635; GO:0005640; GO:0048471; GO:0005886; GO:0098793; GO:0016529; GO:0030667; GO:0005509; GO:0015085; GO:0015278; GO:0043533; GO:0070679; GO:0005220; GO:0000822; GO:0035091; GO:0060402; GO:0071320; GO:0007186; GO:0007204; GO:0051291; GO:0051260; GO:0051209
isogroup34965	Q63321	GO:0030867; GO:0008198; GO:0031418; GO:0042277; GO:0008475; GO:0032870; GO:0030199; GO:0032963; GO:0046947; GO:0017185; GO:0001666
isogroup2742	Q63430	GO:0005737; GO:0005634; GO:0003730; GO:0003723; GO:0008134; GO:0006397; GO:0043488
isogroup11383	Q63450	GO:0005737; GO:0005829; GO:0098978; GO:0005634; GO:0014069; GO:0005524; GO:0005516; GO:0004683; GO:0007049; GO:0032091; GO:0006913; GO:0060999; GO:0051149; GO:0010976; GO:0033138; GO:1901985; GO:0046827; GO:0071902; GO:0051835; GO:0060143; GO:0045944; GO:0006468; GO:0051147; GO:0043393; GO:0032880; GO:0050807; GO:0007165
isogroup33270	Q63472	GO:0030673; GO:0030424; GO:0030054; GO:0009986; GO:0030425; GO:0031901; GO:0005887; GO:0099056; GO:0043025; GO:0005637; GO:0043204; GO:0048471; GO:0005886; GO:0014069; GO:0045211; GO:0034705; GO:0042734; GO:0045202; GO:0008076; GO:0071889; GO:0005516; GO:0005251; GO:0042802; GO:0044325; GO:1902936; GO:0046982; GO:0019901; GO:0005249; GO:0071277; GO:0034220; GO:0048015; GO:0071805; GO:0042127; GO:0034765; GO:0042391; GO:0001964
isogroup42052	Q63472	GO:0030673; GO:0030424; GO:0030054; GO:0009986; GO:0030425; GO:0031901; GO:0005887; GO:0099056; GO:0043025; GO:0005637; GO:0043204; GO:0048471; GO:0005886; GO:0014069; GO:0045211; GO:0034705; GO:0042734; GO:0045202; GO:0008076; GO:0071889; GO:0005516; GO:0005251; GO:0042802; GO:0044325; GO:1902936; GO:0046982; GO:0019901; GO:0005249; GO:0071277; GO:0034220; GO:0048015; GO:0071805; GO:0042127; GO:0034765; GO:0042391; GO:0001964
isogroup29073	Q63486	GO:0005737; GO:0034448; GO:1990130; GO:1990131; GO:0005764; GO:0005634; GO:0005525; GO:0003924; GO:0051219; GO:0046982; GO:0042803; GO:0031625; GO:0006915; GO:0008219; GO:0034613; GO:0034198; GO:0071230; GO:0009267; GO:0019048; GO:0010507; GO:0045919; GO:0032008; GO:1904263; GO:0010506; GO:1903432; GO:0043200
isogroup20384	Q63507	GO:0022625; GO:0003723; GO:0003735; GO:0042273; GO:0006412
isogroup32013	Q63507	GO:0022625; GO:0003723; GO:0003735; GO:0042273; GO:0006412
isogroup32020	Q63507	GO:0022625; GO:0003723; GO:0003735; GO:0042273; GO:0006412
isogroup3361	Q63507	GO:0022625; GO:0003723; GO:0003735; GO:0042273; GO:0006412
isogroup62246	Q63525	GO:0005737; GO:0005794; GO:0005874; GO:0005634; GO:0051082; GO:0007049; GO:0051301; GO:0032502; GO:0007097; GO:0006457; GO:0043434
isogroup42528	Q63569	GO:0005737; GO:0005634; GO:0000932; GO:0048471; GO:0022624; GO:0008540; GO:0005524; GO:0016787; GO:0045899; GO:0030163
isogroup6617	Q63615	GO:0005776; GO:0030136; GO:0031410; GO:0005769; GO:0031902; GO:0005765; GO:0005764; GO:0044877; GO:0015031; GO:0035751; GO:0006904
isogroup18933	Q63651	GO:0016020; GO:0005524; GO:0004703; GO:0050254; GO:0046777; GO:0022400; GO:0042493; GO:0009416; GO:0016056; GO:0007601
isogroup9685	Q63699	GO:0015030; GO:0000307; GO:0005737; GO:0005829; GO:0005768; GO:0043231; GO:0005815; GO:0005634; GO:0005524; GO:0030332; GO:0004693; GO:0046872; GO:0044877; GO:0031100; GO:0051301; GO:0032869; GO:0006281; GO:0000082; GO:0002088; GO:0051321; GO:0008284; GO:0006468; GO:0010389; GO:0046686; GO:0051591; GO:0042493; GO:0051602; GO:0032355; GO:0045471; GO:0009636
isogroup41127	Q63880	GO:0005788; GO:0005615; GO:0052689; GO:0080030; GO:0004771; GO:0004806; GO:0016042
isogroup12830	Q63881	GO:0005901; GO:0030054; GO:0030425; GO:0043197; GO:0098978; GO:0016021; GO:0005887; GO:0099055; GO:0043005; GO:0043025; GO:0032809; GO:0043204; GO:0097038; GO:0005886; GO:0044853; GO:0014069; GO:0045211; GO:0034705; GO:0042383; GO:0030315; GO:0008076; GO:0005250; GO:0005216; GO:0046872; GO:0005267; GO:0046982; GO:1905030; GO:0005249; GO:0001508; GO:0086001; GO:0035690; GO:0071456; GO:0071260; GO:0071805; GO:0006813; GO:0051291; GO:0051260; GO:0034765
isogroup24328	Q63881	GO:0005901; GO:0030054; GO:0030425; GO:0043197; GO:0098978; GO:0016021; GO:0005887; GO:0099055; GO:0043005; GO:0043025; GO:0032809; GO:0043204; GO:0097038; GO:0005886; GO:0044853; GO:0014069; GO:0045211; GO:0034705; GO:0042383; GO:0030315; GO:0008076; GO:0005250; GO:0005216; GO:0046872; GO:0005267; GO:0046982; GO:1905030; GO:0005249; GO:0001508; GO:0086001; GO:0035690; GO:0071456; GO:0071260; GO:0071805; GO:0006813; GO:0051291; GO:0051260; GO:0034765
isogroup32787	Q63945	GO:0005737; GO:0005829; GO:0005783; GO:0005654; GO:0048471; GO:0003677; GO:0006334
isogroup42863	Q63HM2	GO:0016021
isogroup78825	Q63HN8	GO:0005737; GO:0005829; GO:0016020; GO:0005730; GO:0016887; GO:0046872; GO:0004842; GO:0001525; GO:2000051; GO:0051865; GO:0051260; GO:0000209; GO:0016567; GO:0002040; GO:0006511
isogroup75420	Q63QN9	GO:0005737; GO:0008276
isogroup33495	Q63TP8	GO:0005737; GO:0005525; GO:0003924; GO:0003743
isogroup32811	Q63UT0	GO:0009279; GO:0043165; GO:0051205
isogroup42614	Q63ZL2	GO:0005634; GO:0007131
isogroup11534	Q63ZS0	GO:0005813; GO:0005737; GO:0005829; GO:0072686; GO:0005634; GO:0048471; GO:0072669; GO:0003723; GO:0000993; GO:0006469; GO:0045944; GO:0006388
isogroup7590	Q640P7	GO:0005737; GO:0031616; GO:0000902; GO:0051661; GO:0051684; GO:0030334; GO:0008360
isogroup35791	Q640S2	GO:0031464; GO:0005737; GO:0005634; GO:0046872; GO:0043161; GO:0016567
isogroup64588	Q640Z6	GO:0031965; GO:0005643; GO:0003677; GO:0046872; GO:0051028; GO:0015031
isogroup29938	Q641A1	GO:0005737; GO:0034062; GO:0070566; GO:0005524; GO:0046872; GO:0004652; GO:0006397; GO:0007275; GO:2000626; GO:0048477; GO:0043631; GO:0043489
isogroup22419	Q641G7	GO:0005885; GO:0042995; GO:0005737; GO:0005634; GO:0035861; GO:0003779; GO:0030041; GO:0034314
isogroup52397	Q641K5	GO:0005737; GO:0001650; GO:0015630; GO:0005634; GO:0005524; GO:0002039; GO:0004674; GO:0007155; GO:0006974; GO:0035556; GO:0006468; GO:0030155; GO:2000772; GO:0035507
isogroup33477	Q641W7	GO:0005929; GO:0005737; GO:0005874; GO:0005524; GO:0016874; GO:0006464
isogroup35355	Q641W7	GO:0005929; GO:0005737; GO:0005874; GO:0005524; GO:0016874; GO:0006464
isogroup22245	Q641X6	noMatch
isogroup41503	Q641X6	noMatch
isogroup424584	Q641X6	noMatch
isogroup70765	Q641Z6	GO:0020018; GO:0031901; GO:0030139; GO:0010008; GO:0005811; GO:0048471; GO:0005886; GO:0031095; GO:0055038; GO:0005524; GO:0005509; GO:0005525; GO:1990090; GO:0042632; GO:0060271; GO:0032456; GO:0006897; GO:0006886; GO:0034383; GO:0031175; GO:0010886; GO:2001137; GO:1901741; GO:0010976; GO:0061512
isogroup7170	Q641Z6	GO:0020018; GO:0031901; GO:0030139; GO:0010008; GO:0005811; GO:0048471; GO:0005886; GO:0031095; GO:0055038; GO:0005524; GO:0005509; GO:0005525; GO:1990090; GO:0042632; GO:0060271; GO:0032456; GO:0006897; GO:0006886; GO:0034383; GO:0031175; GO:0010886; GO:2001137; GO:1901741; GO:0010976; GO:0061512
isogroup13715	Q642A0	GO:0005737
isogroup30522	Q642A7	GO:0016021
isogroup34773	Q642A7	GO:0016021
isogroup20327	Q642C0	GO:0005634
isogroup13705	Q642H9	GO:0022627; GO:0019843; GO:0003735; GO:0007420; GO:0043009; GO:0006412
isogroup4396	Q642H9	GO:0022627; GO:0019843; GO:0003735; GO:0007420; GO:0043009; GO:0006412
isogroup31681	Q64338	GO:0005929; GO:0005764; GO:0043025; GO:0048101; GO:0005516; GO:0004117; GO:0030552; GO:0046872; GO:0061179; GO:0051592; GO:0007608; GO:0007165
isogroup25490	Q64343	GO:0005789; GO:0005768; GO:0009897; GO:0000139; GO:0016021; GO:0005739; GO:0005886; GO:0055037; GO:0043531; GO:0005524; GO:0016887; GO:0034041; GO:0042626; GO:0120020; GO:0005548; GO:0046982; GO:0042803; GO:0019534; GO:0042987; GO:0071403; GO:0033344; GO:0042632; GO:0008203; GO:0030301; GO:0034436; GO:0034375; GO:0032367; GO:0034374; GO:0010888; GO:0010745; GO:0033700; GO:0055091; GO:1902004; GO:0045542; GO:0010875; GO:0050714; GO:0010872; GO:0033993; GO:0010033; GO:0043691; GO:0055085
isogroup40871	Q64343	GO:0005789; GO:0005768; GO:0009897; GO:0000139; GO:0016021; GO:0005739; GO:0005886; GO:0055037; GO:0043531; GO:0005524; GO:0016887; GO:0034041; GO:0042626; GO:0120020; GO:0005548; GO:0046982; GO:0042803; GO:0019534; GO:0042987; GO:0071403; GO:0033344; GO:0042632; GO:0008203; GO:0030301; GO:0034436; GO:0034375; GO:0032367; GO:0034374; GO:0010888; GO:0010745; GO:0033700; GO:0055091; GO:1902004; GO:0045542; GO:0010875; GO:0050714; GO:0010872; GO:0033993; GO:0010033; GO:0043691; GO:0055085
isogroup42955	Q64343	GO:0005789; GO:0005768; GO:0009897; GO:0000139; GO:0016021; GO:0005739; GO:0005886; GO:0055037; GO:0043531; GO:0005524; GO:0016887; GO:0034041; GO:0042626; GO:0120020; GO:0005548; GO:0046982; GO:0042803; GO:0019534; GO:0042987; GO:0071403; GO:0033344; GO:0042632; GO:0008203; GO:0030301; GO:0034436; GO:0034375; GO:0032367; GO:0034374; GO:0010888; GO:0010745; GO:0033700; GO:0055091; GO:1902004; GO:0045542; GO:0010875; GO:0050714; GO:0010872; GO:0033993; GO:0010033; GO:0043691; GO:0055085
isogroup41598	Q64347	GO:0034707; GO:0005887; GO:0042383; GO:0042803; GO:0005247; GO:1902476; GO:0006821; GO:0006936; GO:0019227; GO:0034765
isogroup31410	Q64359	GO:0017071; GO:0043204; GO:0005886; GO:0030552; GO:0030553; GO:0005222; GO:0005223; GO:0005221; GO:0051290; GO:0050896; GO:0007608
isogroup17921	Q64378	GO:0005737; GO:0005829; GO:0005654; GO:0005528; GO:0031072; GO:0003755; GO:0061077; GO:0000413; GO:0009617
isogroup41076	Q64380	GO:0005737; GO:0005759; GO:0005739; GO:0050660; GO:0005542; GO:0016491; GO:0008480; GO:0042426; GO:0006545; GO:1901053; GO:0035999
isogroup76593	Q64411	GO:0005615; GO:0004190; GO:0007586; GO:0002803
isogroup35363	Q64521	GO:0009331; GO:0005743; GO:0005739; GO:0005509; GO:0004368; GO:0004367; GO:0052591; GO:0043010; GO:0006094; GO:0019563; GO:0046168; GO:0006072; GO:0035264; GO:0006734
isogroup59420	Q64536	GO:0005967; GO:0005739; GO:0045254; GO:0005524; GO:0046982; GO:0042803; GO:0004674; GO:0044877; GO:0004740; GO:0031670; GO:0042593; GO:0006006; GO:0008286; GO:0018105; GO:0006468; GO:0010510; GO:0010565; GO:0006111; GO:0010906; GO:0006885
isogroup55585	Q64595	GO:0016324; GO:0005952; GO:0005829; GO:0016020; GO:0031965; GO:0005524; GO:0004691; GO:0030553; GO:0004692; GO:0042803; GO:2001226; GO:0036289; GO:0018105; GO:0072659; GO:0006468; GO:0007165
isogroup30324	Q64674	GO:0042802; GO:0042803; GO:0004766; GO:1990830; GO:0006596; GO:0008295
isogroup28358	Q64FW2	GO:0005789; GO:0031965; GO:0005640; GO:0051786; GO:0016491; GO:0055114; GO:0042572
isogroup16776	Q64M78	GO:0005634; GO:0003723
isogroup16790	Q64M78	GO:0005634; GO:0003723
isogroup19290	Q64M78	GO:0005634; GO:0003723
isogroup25140	Q64M78	GO:0005634; GO:0003723
isogroup26758	Q64M78	GO:0005634; GO:0003723
isogroup30837	Q64M78	GO:0005634; GO:0003723
isogroup31624	Q64M78	GO:0005634; GO:0003723
isogroup34105	Q64M78	GO:0005634; GO:0003723
isogroup38817	Q64M78	GO:0005634; GO:0003723
isogroup47264	Q64M78	GO:0005634; GO:0003723
isogroup50392	Q64M78	GO:0005634; GO:0003723
isogroup54062	Q64M78	GO:0005634; GO:0003723
isogroup55051	Q64M78	GO:0005634; GO:0003723
isogroup90310	Q64NM4	GO:0005840; GO:0019843; GO:0003735; GO:0006412
isogroup28155	Q64UA4	GO:0005886; GO:0045261; GO:0005524; GO:0046933; GO:0015986
isogroup23782	Q651J5	GO:0005794; GO:0016021; GO:0005886; GO:0005802; GO:0000822; GO:0015114; GO:0016036; GO:0006817
isogroup48498	Q651U1	GO:0009507; GO:0005739; GO:0003677; GO:0003913; GO:0006281; GO:0018298
isogroup22240	Q652N5	GO:0031969; GO:0016021; GO:0009536; GO:0005315; GO:0006811
isogroup15828	Q652Q8	GO:0005829; GO:0008477; GO:0045437; GO:0006152
isogroup26052	Q653P0	GO:0016021; GO:0005249; GO:0034765
isogroup9833	Q653P0	GO:0016021; GO:0005249; GO:0034765
isogroup32676	Q654D9	GO:0005794; GO:0030173; GO:0015165; GO:0015136; GO:0008643; GO:0015739
isogroup22920	Q655R6	GO:0016829; GO:0008265; GO:0102867; GO:0030151; GO:0030170; GO:0006777
isogroup47946	Q657B3	GO:0005634; GO:0003700; GO:0046872; GO:0001162; GO:0045892
isogroup64765	Q65H55	GO:0005737; GO:0005524; GO:0031072; GO:0051082; GO:0008270; GO:0006260; GO:0006457; GO:0009408
isogroup28867	Q65KK1	GO:0005524; GO:0046522; GO:0019509; GO:0019284
isogroup14017	Q65W43	GO:0005840; GO:0003735; GO:0006412
isogroup48814	Q65WT0	GO:0005681; GO:0000398
isogroup13776	Q65X92	GO:0003677; GO:0046872
isogroup29338	Q65X92	GO:0003677; GO:0046872
isogroup21136	Q65XS5	GO:0000139; GO:0016021; GO:0008375; GO:0016757; GO:0030244; GO:0009664
isogroup40211	Q65XS5	GO:0000139; GO:0016021; GO:0008375; GO:0016757; GO:0030244; GO:0009664
isogroup55193	Q65XS5	GO:0000139; GO:0016021; GO:0008375; GO:0016757; GO:0030244; GO:0009664
isogroup36453	Q65XV7	GO:0005662; GO:0000784; GO:0003684; GO:0043565; GO:0003697; GO:0043047; GO:0008270; GO:0006281; GO:0006268; GO:0006261; GO:0000724; GO:0051321; GO:0006289; GO:0000723; GO:0007004
isogroup16224	Q668K6	GO:0043190; GO:0005524; GO:0016887; GO:0015419; GO:0102025
isogroup7595	Q66GI4	GO:0009507; GO:0005739; GO:0046872; GO:0004526; GO:0001682; GO:0008033
isogroup39971	Q66GP9	GO:0009507; GO:0005739; GO:0005525; GO:0003924; GO:0016491; GO:0048366; GO:0006809; GO:0009657; GO:0010322; GO:0051246; GO:0006979; GO:0010193; GO:0009651; GO:0010027
isogroup52131	Q66H39	GO:0005524; GO:0016887; GO:0051607
isogroup80791	Q66H60	GO:0005814
isogroup11601	Q66H76	GO:0005938; GO:0005829; GO:0005925; GO:0030027; GO:0005886; GO:0001725; GO:0008013; GO:0005178; GO:0046872; GO:0038191; GO:0019901; GO:0019903; GO:0044877; GO:0003712; GO:0031625; GO:0017166; GO:0034614; GO:0043542; GO:0060396; GO:0051496; GO:1901652; GO:0034446; GO:0007179
isogroup11442	Q66H85	GO:0036266; GO:0005737; GO:0046872; GO:0003676; GO:0070301; GO:0072671; GO:0071630; GO:0030433
isogroup2378	Q66HB5	noMatch
isogroup35725	Q66HD5	noMatch
isogroup26121	Q66HD8	noMatch
isogroup42444	Q66HD8	noMatch
