isogroup11892	F4JZY1	GO:0009507; GO:0005856; GO:0005886; GO:0005774; GO:0005773; GO:0003779; GO:0009738; GO:0071215; GO:0009789; GO:0042306; GO:0009737; GO:0006970
isogroup19212	F4JZY1	GO:0009507; GO:0005856; GO:0005886; GO:0005774; GO:0005773; GO:0003779; GO:0009738; GO:0071215; GO:0009789; GO:0042306; GO:0009737; GO:0006970
isogroup35043	F4JZY1	GO:0009507; GO:0005856; GO:0005886; GO:0005774; GO:0005773; GO:0003779; GO:0009738; GO:0071215; GO:0009789; GO:0042306; GO:0009737; GO:0006970
isogroup38636	F4JZY1	GO:0009507; GO:0005856; GO:0005886; GO:0005774; GO:0005773; GO:0003779; GO:0009738; GO:0071215; GO:0009789; GO:0042306; GO:0009737; GO:0006970
isogroup40155	F4JZY1	GO:0009507; GO:0005856; GO:0005886; GO:0005774; GO:0005773; GO:0003779; GO:0009738; GO:0071215; GO:0009789; GO:0042306; GO:0009737; GO:0006970
isogroup42777	F4JZY1	GO:0009507; GO:0005856; GO:0005886; GO:0005774; GO:0005773; GO:0003779; GO:0009738; GO:0071215; GO:0009789; GO:0042306; GO:0009737; GO:0006970
isogroup43401	F4JZY1	GO:0009507; GO:0005856; GO:0005886; GO:0005774; GO:0005773; GO:0003779; GO:0009738; GO:0071215; GO:0009789; GO:0042306; GO:0009737; GO:0006970
isogroup47722	F4JZY1	GO:0009507; GO:0005856; GO:0005886; GO:0005774; GO:0005773; GO:0003779; GO:0009738; GO:0071215; GO:0009789; GO:0042306; GO:0009737; GO:0006970
isogroup50472	F4JZY1	GO:0009507; GO:0005856; GO:0005886; GO:0005774; GO:0005773; GO:0003779; GO:0009738; GO:0071215; GO:0009789; GO:0042306; GO:0009737; GO:0006970
isogroup51825	F4JZY1	GO:0009507; GO:0005856; GO:0005886; GO:0005774; GO:0005773; GO:0003779; GO:0009738; GO:0071215; GO:0009789; GO:0042306; GO:0009737; GO:0006970
isogroup8089	F4JZY1	GO:0009507; GO:0005856; GO:0005886; GO:0005774; GO:0005773; GO:0003779; GO:0009738; GO:0071215; GO:0009789; GO:0042306; GO:0009737; GO:0006970
isogroup13181	F4K265	GO:0005776; GO:0031410; GO:0000407; GO:0000045; GO:0015031
isogroup10219	F4K410	GO:0009507; GO:0005829; GO:1990904; GO:0005525; GO:0003924; GO:0003746; GO:0050821; GO:0009409; GO:0006364; GO:0006412
isogroup60402	F4K410	GO:0009507; GO:0005829; GO:1990904; GO:0005525; GO:0003924; GO:0003746; GO:0050821; GO:0009409; GO:0006364; GO:0006412
isogroup67260	F4K5J1	GO:0016459; GO:0009506; GO:0035619; GO:0030133; GO:0003779; GO:0005524; GO:0005516; GO:0003774; GO:0007015; GO:0030048; GO:0051301; GO:0010154; GO:0051645; GO:0048467; GO:0090436; GO:0051646; GO:0060151; GO:0009791; GO:0048768; GO:0048767; GO:0010091; GO:0010090; GO:0009826
isogroup40053	F4KCC2	GO:0005737; GO:0000151; GO:0061630; GO:0004842; GO:0008270; GO:0050832; GO:0016567; GO:0050994; GO:0010029; GO:0009737; GO:0006511; GO:0071596
isogroup32080	F4KD68	GO:0016021; GO:0005886; GO:0022857
isogroup42095	F4KD71	GO:0016021; GO:0005886; GO:0015293; GO:0015204; GO:0006995; GO:0071918
isogroup25661	F4KE63	GO:0009507; GO:0009570; GO:0005829; GO:0005739; GO:0002161; GO:0005524; GO:0004832; GO:0009793; GO:0006438
isogroup70046	F4KFT7	GO:0005829; GO:0005739; GO:0050334; GO:0042131; GO:0009228
isogroup38922	F4KGU4	GO:0009507; GO:0034458; GO:0005524; GO:0046872; GO:0003723; GO:0016740; GO:0000398
isogroup40631	F4KGU4	GO:0009507; GO:0034458; GO:0005524; GO:0046872; GO:0003723; GO:0016740; GO:0000398
isogroup32884	F4KIA8	GO:0003723; GO:0006397; GO:0008380
isogroup40609	F4KIA8	GO:0003723; GO:0006397; GO:0008380
isogroup45762	F4KIA8	GO:0003723; GO:0006397; GO:0008380
isogroup76194	F4KIB2	GO:0005768; GO:0010008; GO:0005794; GO:0000139; GO:0016021; GO:0016020; GO:0009505; GO:0005802; GO:0005774; GO:0072657
isogroup84406	F4KIB2	GO:0005768; GO:0010008; GO:0005794; GO:0000139; GO:0016021; GO:0016020; GO:0009505; GO:0005802; GO:0005774; GO:0072657
isogroup33865	F4KIL8	GO:0016021
isogroup80866	F4KIL8	GO:0016021
isogroup1960	F4ZGF2	GO:0005576; GO:0016206; GO:0102084; GO:0000287; GO:0102938; GO:0042424; GO:0032502; GO:0042417; GO:0042135
isogroup6598	F4ZGF2	GO:0005576; GO:0016206; GO:0102084; GO:0000287; GO:0102938; GO:0042424; GO:0032502; GO:0042417; GO:0042135
isogroup71797	F4ZGF2	GO:0005576; GO:0016206; GO:0102084; GO:0000287; GO:0102938; GO:0042424; GO:0032502; GO:0042417; GO:0042135
isogroup15664	F6QEU4	GO:0000932; GO:0035198; GO:0061630; GO:0004842; GO:0008270; GO:0010172; GO:0008543; GO:0000082; GO:0035278; GO:0010586; GO:0021915; GO:0043161; GO:0051865; GO:0000209; GO:0060964; GO:2000177; GO:0072089
isogroup41279	F6QEU4	GO:0000932; GO:0035198; GO:0061630; GO:0004842; GO:0008270; GO:0010172; GO:0008543; GO:0000082; GO:0035278; GO:0010586; GO:0021915; GO:0043161; GO:0051865; GO:0000209; GO:0060964; GO:2000177; GO:0072089
isogroup27779	F6S9E6	GO:0005737; GO:0070286; GO:0044458
isogroup86760	F6ZDS4	GO:0005737; GO:0005868; GO:0019898; GO:0000776; GO:0072686; GO:0005635; GO:0042405; GO:0031965; GO:0034399; GO:0005643; GO:0044615; GO:0005634; GO:0003682; GO:0070840; GO:0031072; GO:0051019; GO:0003729; GO:0042803; GO:0017056; GO:0015631; GO:0051301; GO:0034605; GO:0035457; GO:0007094; GO:0031990; GO:0046832; GO:0000122; GO:0045947; GO:0006999; GO:0031453; GO:0090316; GO:0090267; GO:0046827; GO:0042307; GO:0006611; GO:0006606; GO:0010965; GO:1901673; GO:0032880; GO:0070849; GO:0006405; GO:0006404
isogroup74372	F8DIF2	GO:0016020; GO:0010181; GO:0000104
isogroup32361	F8RKV9	GO:0005576; GO:0046872; GO:0004222; GO:0090729
isogroup27587	F8W2M1	GO:0005737; GO:0005783; GO:0032580; GO:0000139; GO:0005634; GO:0017137; GO:0061630; GO:0004842; GO:0003190; GO:0003208; GO:0007049; GO:0007030; GO:0001947; GO:0061025; GO:1903427; GO:0070936; GO:0000209; GO:0016567; GO:0030334; GO:0006511
isogroup70684	F8W2M8	GO:0005764; GO:0004175; GO:0046872; GO:0004252; GO:0008240; GO:0007417; GO:0007626; GO:0022008; GO:0006508
isogroup54187	F8WLE0	GO:0005871; GO:0005874; GO:0031966; GO:0005524; GO:0016887; GO:0008017; GO:0003777; GO:0030705; GO:0007018; GO:0007005; GO:0072384
isogroup41781	F9UUD2	GO:0016021; GO:0005886; GO:0015267
isogroup9166	G0LD36	GO:0050266
isogroup9450	G0S381	GO:0031965; GO:0005643; GO:0046872; GO:0051028; GO:0015031
isogroup33827	G0S488	GO:0005737; GO:0005654; GO:0043023; GO:0015031
isogroup66712	G0S488	GO:0005737; GO:0005654; GO:0043023; GO:0015031
isogroup40808	G0S7B6	GO:0031965; GO:0005643; GO:0017056; GO:0051028; GO:0015031
isogroup71496	G0S8F1	GO:0005730; GO:0030687; GO:0005525; GO:0046872; GO:1902626; GO:0042273; GO:0000054; GO:0006364
isogroup33105	G0S8G9	GO:0005737; GO:0005525; GO:0003924; GO:0046872; GO:0003743
isogroup40392	G0S8G9	GO:0005737; GO:0005525; GO:0003924; GO:0046872; GO:0003743
isogroup29863	G0SA56	GO:0005634; GO:0006606
isogroup37371	G0SA56	GO:0005634; GO:0006606
isogroup37590	G0SA56	GO:0005634; GO:0006606
isogroup47338	G0SA56	GO:0005634; GO:0006606
isogroup58131	G0SA60	GO:0030127; GO:0000139; GO:0005643; GO:0005198; GO:0090114; GO:0051028; GO:1904263; GO:0015031
isogroup23303	G0SBQ3	GO:0031965; GO:0005643; GO:0017056; GO:0051028; GO:0015031
isogroup86420	G0SC29	GO:0005730; GO:0110136; GO:0000027
isogroup47670	G1XU04	GO:0050641; GO:0016491; GO:0031177
isogroup13335	G2NFJ9	GO:0005576; GO:0004338; GO:0009251
isogroup16675	G2NFJ9	GO:0005576; GO:0004338; GO:0009251
isogroup16822	G2NFJ9	GO:0005576; GO:0004338; GO:0009251
isogroup21285	G2NFJ9	GO:0005576; GO:0004338; GO:0009251
isogroup25381	G2NFJ9	GO:0005576; GO:0004338; GO:0009251
isogroup38411	G2NFJ9	GO:0005576; GO:0004338; GO:0009251
isogroup40482	G2NFJ9	GO:0005576; GO:0004338; GO:0009251
isogroup57168	G3V7P1	GO:0031901; GO:0012505; GO:0000139; GO:0016021; GO:0030285; GO:0098837; GO:0055038; GO:0031201; GO:0008021; GO:0005484; GO:0000149; GO:0006886; GO:0016189; GO:0048278; GO:0006906
isogroup66549	G3V9D0	GO:0005788; GO:0046527; GO:0030158; GO:0035251; GO:0035252; GO:0007369; GO:0060537; GO:0045747; GO:0006493; GO:0018242; GO:0010470
isogroup11251	G3X987	GO:0005829; GO:0005525
isogroup58080	G4FEF4	GO:0004557; GO:0030246; GO:0042803; GO:0052692; GO:0005975; GO:0016139
isogroup11203	G4RK44	GO:0003825; GO:0046872; GO:0004805; GO:0005992
isogroup20456	G4RK44	GO:0003825; GO:0046872; GO:0004805; GO:0005992
isogroup13887	G4SLH0	GO:0031672; GO:0031674; GO:0031430; GO:0031965; GO:0030017; GO:0051015; GO:0005524; GO:0046872; GO:0017022; GO:0004674
isogroup20519	G4SLH0	GO:0031672; GO:0031674; GO:0031430; GO:0031965; GO:0030017; GO:0051015; GO:0005524; GO:0046872; GO:0017022; GO:0004674
isogroup26444	G4SLH0	GO:0031672; GO:0031674; GO:0031430; GO:0031965; GO:0030017; GO:0051015; GO:0005524; GO:0046872; GO:0017022; GO:0004674
isogroup27411	G4SLH0	GO:0031672; GO:0031674; GO:0031430; GO:0031965; GO:0030017; GO:0051015; GO:0005524; GO:0046872; GO:0017022; GO:0004674
isogroup28100	G4SLH0	GO:0031672; GO:0031674; GO:0031430; GO:0031965; GO:0030017; GO:0051015; GO:0005524; GO:0046872; GO:0017022; GO:0004674
isogroup29261	G4SLH0	GO:0031672; GO:0031674; GO:0031430; GO:0031965; GO:0030017; GO:0051015; GO:0005524; GO:0046872; GO:0017022; GO:0004674
isogroup37485	G4SLH0	GO:0031672; GO:0031674; GO:0031430; GO:0031965; GO:0030017; GO:0051015; GO:0005524; GO:0046872; GO:0017022; GO:0004674
isogroup38443	G4SLH0	GO:0031672; GO:0031674; GO:0031430; GO:0031965; GO:0030017; GO:0051015; GO:0005524; GO:0046872; GO:0017022; GO:0004674
isogroup38937	G4SLH0	GO:0031672; GO:0031674; GO:0031430; GO:0031965; GO:0030017; GO:0051015; GO:0005524; GO:0046872; GO:0017022; GO:0004674
isogroup40513	G4SLH0	GO:0031672; GO:0031674; GO:0031430; GO:0031965; GO:0030017; GO:0051015; GO:0005524; GO:0046872; GO:0017022; GO:0004674
isogroup42237	G4SLH0	GO:0031672; GO:0031674; GO:0031430; GO:0031965; GO:0030017; GO:0051015; GO:0005524; GO:0046872; GO:0017022; GO:0004674
isogroup42284	G4SLH0	GO:0031672; GO:0031674; GO:0031430; GO:0031965; GO:0030017; GO:0051015; GO:0005524; GO:0046872; GO:0017022; GO:0004674
isogroup430273	G4SLH0	GO:0031672; GO:0031674; GO:0031430; GO:0031965; GO:0030017; GO:0051015; GO:0005524; GO:0046872; GO:0017022; GO:0004674
isogroup37016	G4WAW9	GO:0005783
isogroup57165	G5E897	GO:0005788; GO:0046527; GO:0030158; GO:0035251; GO:0035252; GO:0018242
isogroup12986	G5E8K5	GO:0030424; GO:0043194; GO:0009925; GO:0016323; GO:0009986; GO:0030425; GO:0014704; GO:0016328; GO:0005764; GO:0016020; GO:0031594; GO:0043005; GO:0033268; GO:0033270; GO:0005886; GO:0045211; GO:0042383; GO:0016529; GO:0014731; GO:0045202; GO:0030315; GO:0030018; GO:0045296; GO:0008092; GO:0044325; GO:0140031; GO:0030674; GO:0030507; GO:0005200; GO:0007411; GO:0007409; GO:0071286; GO:0045162; GO:0045184; GO:0043001; GO:0010960; GO:0072660; GO:0071709; GO:0000281; GO:1902260; GO:0007528; GO:0019228; GO:0007009; GO:0045760; GO:2001259; GO:0010650; GO:0010628; GO:0034112; GO:1900827; GO:0045838; GO:0090314; GO:2000651; GO:0010765; GO:0099612; GO:0072659; GO:0043266; GO:0007165; GO:0050808
isogroup16226	G5E8K5	GO:0030424; GO:0043194; GO:0009925; GO:0016323; GO:0009986; GO:0030425; GO:0014704; GO:0016328; GO:0005764; GO:0016020; GO:0031594; GO:0043005; GO:0033268; GO:0033270; GO:0005886; GO:0045211; GO:0042383; GO:0016529; GO:0014731; GO:0045202; GO:0030315; GO:0030018; GO:0045296; GO:0008092; GO:0044325; GO:0140031; GO:0030674; GO:0030507; GO:0005200; GO:0007411; GO:0007409; GO:0071286; GO:0045162; GO:0045184; GO:0043001; GO:0010960; GO:0072660; GO:0071709; GO:0000281; GO:1902260; GO:0007528; GO:0019228; GO:0007009; GO:0045760; GO:2001259; GO:0010650; GO:0010628; GO:0034112; GO:1900827; GO:0045838; GO:0090314; GO:2000651; GO:0010765; GO:0099612; GO:0072659; GO:0043266; GO:0007165; GO:0050808
isogroup28733	G5E8K5	GO:0030424; GO:0043194; GO:0009925; GO:0016323; GO:0009986; GO:0030425; GO:0014704; GO:0016328; GO:0005764; GO:0016020; GO:0031594; GO:0043005; GO:0033268; GO:0033270; GO:0005886; GO:0045211; GO:0042383; GO:0016529; GO:0014731; GO:0045202; GO:0030315; GO:0030018; GO:0045296; GO:0008092; GO:0044325; GO:0140031; GO:0030674; GO:0030507; GO:0005200; GO:0007411; GO:0007409; GO:0071286; GO:0045162; GO:0045184; GO:0043001; GO:0010960; GO:0072660; GO:0071709; GO:0000281; GO:1902260; GO:0007528; GO:0019228; GO:0007009; GO:0045760; GO:2001259; GO:0010650; GO:0010628; GO:0034112; GO:1900827; GO:0045838; GO:0090314; GO:2000651; GO:0010765; GO:0099612; GO:0072659; GO:0043266; GO:0007165; GO:0050808
isogroup29781	G5E8K5	GO:0030424; GO:0043194; GO:0009925; GO:0016323; GO:0009986; GO:0030425; GO:0014704; GO:0016328; GO:0005764; GO:0016020; GO:0031594; GO:0043005; GO:0033268; GO:0033270; GO:0005886; GO:0045211; GO:0042383; GO:0016529; GO:0014731; GO:0045202; GO:0030315; GO:0030018; GO:0045296; GO:0008092; GO:0044325; GO:0140031; GO:0030674; GO:0030507; GO:0005200; GO:0007411; GO:0007409; GO:0071286; GO:0045162; GO:0045184; GO:0043001; GO:0010960; GO:0072660; GO:0071709; GO:0000281; GO:1902260; GO:0007528; GO:0019228; GO:0007009; GO:0045760; GO:2001259; GO:0010650; GO:0010628; GO:0034112; GO:1900827; GO:0045838; GO:0090314; GO:2000651; GO:0010765; GO:0099612; GO:0072659; GO:0043266; GO:0007165; GO:0050808
isogroup34005	G5E8K5	GO:0030424; GO:0043194; GO:0009925; GO:0016323; GO:0009986; GO:0030425; GO:0014704; GO:0016328; GO:0005764; GO:0016020; GO:0031594; GO:0043005; GO:0033268; GO:0033270; GO:0005886; GO:0045211; GO:0042383; GO:0016529; GO:0014731; GO:0045202; GO:0030315; GO:0030018; GO:0045296; GO:0008092; GO:0044325; GO:0140031; GO:0030674; GO:0030507; GO:0005200; GO:0007411; GO:0007409; GO:0071286; GO:0045162; GO:0045184; GO:0043001; GO:0010960; GO:0072660; GO:0071709; GO:0000281; GO:1902260; GO:0007528; GO:0019228; GO:0007009; GO:0045760; GO:2001259; GO:0010650; GO:0010628; GO:0034112; GO:1900827; GO:0045838; GO:0090314; GO:2000651; GO:0010765; GO:0099612; GO:0072659; GO:0043266; GO:0007165; GO:0050808
isogroup35206	G5E8K5	GO:0030424; GO:0043194; GO:0009925; GO:0016323; GO:0009986; GO:0030425; GO:0014704; GO:0016328; GO:0005764; GO:0016020; GO:0031594; GO:0043005; GO:0033268; GO:0033270; GO:0005886; GO:0045211; GO:0042383; GO:0016529; GO:0014731; GO:0045202; GO:0030315; GO:0030018; GO:0045296; GO:0008092; GO:0044325; GO:0140031; GO:0030674; GO:0030507; GO:0005200; GO:0007411; GO:0007409; GO:0071286; GO:0045162; GO:0045184; GO:0043001; GO:0010960; GO:0072660; GO:0071709; GO:0000281; GO:1902260; GO:0007528; GO:0019228; GO:0007009; GO:0045760; GO:2001259; GO:0010650; GO:0010628; GO:0034112; GO:1900827; GO:0045838; GO:0090314; GO:2000651; GO:0010765; GO:0099612; GO:0072659; GO:0043266; GO:0007165; GO:0050808
isogroup36545	G5E8K5	GO:0030424; GO:0043194; GO:0009925; GO:0016323; GO:0009986; GO:0030425; GO:0014704; GO:0016328; GO:0005764; GO:0016020; GO:0031594; GO:0043005; GO:0033268; GO:0033270; GO:0005886; GO:0045211; GO:0042383; GO:0016529; GO:0014731; GO:0045202; GO:0030315; GO:0030018; GO:0045296; GO:0008092; GO:0044325; GO:0140031; GO:0030674; GO:0030507; GO:0005200; GO:0007411; GO:0007409; GO:0071286; GO:0045162; GO:0045184; GO:0043001; GO:0010960; GO:0072660; GO:0071709; GO:0000281; GO:1902260; GO:0007528; GO:0019228; GO:0007009; GO:0045760; GO:2001259; GO:0010650; GO:0010628; GO:0034112; GO:1900827; GO:0045838; GO:0090314; GO:2000651; GO:0010765; GO:0099612; GO:0072659; GO:0043266; GO:0007165; GO:0050808
isogroup36753	G5E8K5	GO:0030424; GO:0043194; GO:0009925; GO:0016323; GO:0009986; GO:0030425; GO:0014704; GO:0016328; GO:0005764; GO:0016020; GO:0031594; GO:0043005; GO:0033268; GO:0033270; GO:0005886; GO:0045211; GO:0042383; GO:0016529; GO:0014731; GO:0045202; GO:0030315; GO:0030018; GO:0045296; GO:0008092; GO:0044325; GO:0140031; GO:0030674; GO:0030507; GO:0005200; GO:0007411; GO:0007409; GO:0071286; GO:0045162; GO:0045184; GO:0043001; GO:0010960; GO:0072660; GO:0071709; GO:0000281; GO:1902260; GO:0007528; GO:0019228; GO:0007009; GO:0045760; GO:2001259; GO:0010650; GO:0010628; GO:0034112; GO:1900827; GO:0045838; GO:0090314; GO:2000651; GO:0010765; GO:0099612; GO:0072659; GO:0043266; GO:0007165; GO:0050808
isogroup39303	G5E8K5	GO:0030424; GO:0043194; GO:0009925; GO:0016323; GO:0009986; GO:0030425; GO:0014704; GO:0016328; GO:0005764; GO:0016020; GO:0031594; GO:0043005; GO:0033268; GO:0033270; GO:0005886; GO:0045211; GO:0042383; GO:0016529; GO:0014731; GO:0045202; GO:0030315; GO:0030018; GO:0045296; GO:0008092; GO:0044325; GO:0140031; GO:0030674; GO:0030507; GO:0005200; GO:0007411; GO:0007409; GO:0071286; GO:0045162; GO:0045184; GO:0043001; GO:0010960; GO:0072660; GO:0071709; GO:0000281; GO:1902260; GO:0007528; GO:0019228; GO:0007009; GO:0045760; GO:2001259; GO:0010650; GO:0010628; GO:0034112; GO:1900827; GO:0045838; GO:0090314; GO:2000651; GO:0010765; GO:0099612; GO:0072659; GO:0043266; GO:0007165; GO:0050808
isogroup43805	G5E8K5	GO:0030424; GO:0043194; GO:0009925; GO:0016323; GO:0009986; GO:0030425; GO:0014704; GO:0016328; GO:0005764; GO:0016020; GO:0031594; GO:0043005; GO:0033268; GO:0033270; GO:0005886; GO:0045211; GO:0042383; GO:0016529; GO:0014731; GO:0045202; GO:0030315; GO:0030018; GO:0045296; GO:0008092; GO:0044325; GO:0140031; GO:0030674; GO:0030507; GO:0005200; GO:0007411; GO:0007409; GO:0071286; GO:0045162; GO:0045184; GO:0043001; GO:0010960; GO:0072660; GO:0071709; GO:0000281; GO:1902260; GO:0007528; GO:0019228; GO:0007009; GO:0045760; GO:2001259; GO:0010650; GO:0010628; GO:0034112; GO:1900827; GO:0045838; GO:0090314; GO:2000651; GO:0010765; GO:0099612; GO:0072659; GO:0043266; GO:0007165; GO:0050808
isogroup47558	G5E8K5	GO:0030424; GO:0043194; GO:0009925; GO:0016323; GO:0009986; GO:0030425; GO:0014704; GO:0016328; GO:0005764; GO:0016020; GO:0031594; GO:0043005; GO:0033268; GO:0033270; GO:0005886; GO:0045211; GO:0042383; GO:0016529; GO:0014731; GO:0045202; GO:0030315; GO:0030018; GO:0045296; GO:0008092; GO:0044325; GO:0140031; GO:0030674; GO:0030507; GO:0005200; GO:0007411; GO:0007409; GO:0071286; GO:0045162; GO:0045184; GO:0043001; GO:0010960; GO:0072660; GO:0071709; GO:0000281; GO:1902260; GO:0007528; GO:0019228; GO:0007009; GO:0045760; GO:2001259; GO:0010650; GO:0010628; GO:0034112; GO:1900827; GO:0045838; GO:0090314; GO:2000651; GO:0010765; GO:0099612; GO:0072659; GO:0043266; GO:0007165; GO:0050808
isogroup52464	G5E8K5	GO:0030424; GO:0043194; GO:0009925; GO:0016323; GO:0009986; GO:0030425; GO:0014704; GO:0016328; GO:0005764; GO:0016020; GO:0031594; GO:0043005; GO:0033268; GO:0033270; GO:0005886; GO:0045211; GO:0042383; GO:0016529; GO:0014731; GO:0045202; GO:0030315; GO:0030018; GO:0045296; GO:0008092; GO:0044325; GO:0140031; GO:0030674; GO:0030507; GO:0005200; GO:0007411; GO:0007409; GO:0071286; GO:0045162; GO:0045184; GO:0043001; GO:0010960; GO:0072660; GO:0071709; GO:0000281; GO:1902260; GO:0007528; GO:0019228; GO:0007009; GO:0045760; GO:2001259; GO:0010650; GO:0010628; GO:0034112; GO:1900827; GO:0045838; GO:0090314; GO:2000651; GO:0010765; GO:0099612; GO:0072659; GO:0043266; GO:0007165; GO:0050808
isogroup53245	G5E8K5	GO:0030424; GO:0043194; GO:0009925; GO:0016323; GO:0009986; GO:0030425; GO:0014704; GO:0016328; GO:0005764; GO:0016020; GO:0031594; GO:0043005; GO:0033268; GO:0033270; GO:0005886; GO:0045211; GO:0042383; GO:0016529; GO:0014731; GO:0045202; GO:0030315; GO:0030018; GO:0045296; GO:0008092; GO:0044325; GO:0140031; GO:0030674; GO:0030507; GO:0005200; GO:0007411; GO:0007409; GO:0071286; GO:0045162; GO:0045184; GO:0043001; GO:0010960; GO:0072660; GO:0071709; GO:0000281; GO:1902260; GO:0007528; GO:0019228; GO:0007009; GO:0045760; GO:2001259; GO:0010650; GO:0010628; GO:0034112; GO:1900827; GO:0045838; GO:0090314; GO:2000651; GO:0010765; GO:0099612; GO:0072659; GO:0043266; GO:0007165; GO:0050808
isogroup54191	G5E8K5	GO:0030424; GO:0043194; GO:0009925; GO:0016323; GO:0009986; GO:0030425; GO:0014704; GO:0016328; GO:0005764; GO:0016020; GO:0031594; GO:0043005; GO:0033268; GO:0033270; GO:0005886; GO:0045211; GO:0042383; GO:0016529; GO:0014731; GO:0045202; GO:0030315; GO:0030018; GO:0045296; GO:0008092; GO:0044325; GO:0140031; GO:0030674; GO:0030507; GO:0005200; GO:0007411; GO:0007409; GO:0071286; GO:0045162; GO:0045184; GO:0043001; GO:0010960; GO:0072660; GO:0071709; GO:0000281; GO:1902260; GO:0007528; GO:0019228; GO:0007009; GO:0045760; GO:2001259; GO:0010650; GO:0010628; GO:0034112; GO:1900827; GO:0045838; GO:0090314; GO:2000651; GO:0010765; GO:0099612; GO:0072659; GO:0043266; GO:0007165; GO:0050808
isogroup14675	G5EBV0	GO:0030424; GO:0005737; GO:0030425; GO:0005634; GO:0005506; GO:0031418; GO:0031545; GO:0018401; GO:0032880; GO:0001666
isogroup21762	G5EBV0	GO:0030424; GO:0005737; GO:0030425; GO:0005634; GO:0005506; GO:0031418; GO:0031545; GO:0018401; GO:0032880; GO:0001666
isogroup57232	G5EBV0	GO:0030424; GO:0005737; GO:0030425; GO:0005634; GO:0005506; GO:0031418; GO:0031545; GO:0018401; GO:0032880; GO:0001666
isogroup29211	G5ECR8	GO:0004348; GO:0016787; GO:0006680
isogroup37379	G5ECR8	GO:0004348; GO:0016787; GO:0006680
isogroup12400	G5ECS8	GO:0005576; GO:0046872; GO:0004222
isogroup47582	G5ECS8	GO:0005576; GO:0046872; GO:0004222
isogroup6058	G5ECU1	GO:0005737; GO:0005634; GO:0097602; GO:0046660; GO:0010826; GO:0043518; GO:0010629; GO:1902230; GO:0007399; GO:0043065; GO:0016567; GO:0031647; GO:0031146
isogroup10798	G5ED45	GO:0030424; GO:0005783; GO:0005789; GO:0016021; GO:0050291; GO:0007568; GO:0046513; GO:0040012
isogroup20152	G5EDN6	GO:0005783; GO:0030017; GO:0055120; GO:0005509; GO:0006897
isogroup10357	G5EEE9	GO:0005929; GO:0016021; GO:0044306; GO:0005886; GO:0005524; GO:0005525; GO:0004383; GO:0046872; GO:0001653; GO:0004672; GO:0006182; GO:0016048; GO:0035556; GO:0007168; GO:0007165; GO:0040040; GO:0043052
isogroup57362	G5EEE9	GO:0005929; GO:0016021; GO:0044306; GO:0005886; GO:0005524; GO:0005525; GO:0004383; GO:0046872; GO:0001653; GO:0004672; GO:0006182; GO:0016048; GO:0035556; GO:0007168; GO:0007165; GO:0040040; GO:0043052
isogroup42851	G5EES6	GO:0005737; GO:0005634; GO:0043130; GO:0043161; GO:0010992
isogroup17749	G5EFC3	GO:0030424; GO:0032590; GO:0016021; GO:0043025; GO:0032809; GO:0008076; GO:0005251; GO:0005244; GO:0005249; GO:0034220; GO:0071805; GO:0051260; GO:0034765
isogroup28933	G5EFJ9	GO:0005887; GO:0005249; GO:0007617; GO:0071805; GO:0034765; GO:0042391; GO:0006937; GO:0046662
isogroup29160	G5EFJ9	GO:0005887; GO:0005249; GO:0007617; GO:0071805; GO:0034765; GO:0042391; GO:0006937; GO:0046662
isogroup40673	G5EFJ9	GO:0005887; GO:0005249; GO:0007617; GO:0071805; GO:0034765; GO:0042391; GO:0006937; GO:0046662
isogroup40791	G5EFJ9	GO:0005887; GO:0005249; GO:0007617; GO:0071805; GO:0034765; GO:0042391; GO:0006937; GO:0046662
isogroup88263	G5EGA3	GO:0000793; GO:0005737; GO:0030496; GO:1990023; GO:0005634; GO:0051233; GO:0004520; GO:0051301; GO:0006974; GO:0072711; GO:0071479; GO:0000737; GO:0000724; GO:0009792; GO:0000070; GO:0000003; GO:0000712; GO:0009411; GO:0010225; GO:0010165
isogroup69678	G5EGA5	GO:0016021; GO:0016720; GO:0004768; GO:0040002; GO:0030497; GO:0045087; GO:0000003; GO:0006636
isogroup87515	G5EGA5	GO:0016021; GO:0016720; GO:0004768; GO:0040002; GO:0030497; GO:0045087; GO:0000003; GO:0006636
isogroup24195	G5EGP8	GO:0060102; GO:0005615; GO:0005764; GO:0042718; GO:0004197; GO:0042395; GO:0009792; GO:0035262; GO:0040032; GO:0051603; GO:0040025
isogroup24622	G5EGP8	GO:0060102; GO:0005615; GO:0005764; GO:0042718; GO:0004197; GO:0042395; GO:0009792; GO:0035262; GO:0040032; GO:0051603; GO:0040025
isogroup34947	G8XHD8	GO:0005524; GO:0016874; GO:0046872; GO:0017000; GO:0008652
isogroup48739	H0YKK7	GO:0005794
isogroup10691	H0YM25	noMatch
isogroup13420	H0YM25	noMatch
isogroup41173	H0YM25	noMatch
isogroup42962	H0YM25	noMatch
isogroup43411	H0YM25	noMatch
isogroup50135	H0YM25	noMatch
isogroup59828	H0YM25	noMatch
isogroup64607	H0YM25	noMatch
isogroup65831	H0YM25	noMatch
isogroup36729	H2A0K6	GO:0005576
isogroup11862	H2KZK4	GO:0005737; GO:0005634; GO:0008233
isogroup24333	H2KZK4	GO:0005737; GO:0005634; GO:0008233
isogroup24810	H2KZK4	GO:0005737; GO:0005634; GO:0008233
